winner,wyId,label,team1_id,team1_name,team2_id,team2_name,team1_goals,team2_goals,avgHome,avgAway,UnderdogMatch,HomeUnderdog,AwayUnderdog
2447,2516991,"Borussia Dortmund - Stuttgart, 3 - 0",2447,Borussia Dortmund,2445,Stuttgart,3,0,1.612857142857143,5.5285714285714285,1,0,1
2444,2516997,"Augsburg - Bayern M\u00fcnchen, 1 - 4",2481,Augsburg,2444,Bayern M\u00fcnchen,1,4,6.354285714285714,1.5171428571428571,1,1,0
2444,2516982,"Bayern M\u00fcnchen - Borussia Dortmund, 6 - 0",2444,Bayern M\u00fcnchen,2447,Borussia Dortmund,6,0,1.3871428571428572,7.6814285714285715,1,0,1
2482,2516983,"Hoffenheim - K\u00f6ln, 6 - 0",2482,Hoffenheim,2463,K\u00f6ln,6,0,1.5285714285714287,5.758571428571429,1,0,1
2449,2516986,"Schalke 04 - Freiburg, 2 - 0",2449,Schalke 04,2453,Freiburg,2,0,1.552857142857143,6.47,1,0,1
0,2516987,"Bayer Leverkusen - Augsburg, 0 - 0",2446,Bayer Leverkusen,2481,Augsburg,0,0,1.49,6.38,1,0,1
2975,2516974,"RB Leipzig - Bayern M\u00fcnchen, 2 - 1",2975,RB Leipzig,2444,Bayern M\u00fcnchen,2,1,5.18,1.622857142857143,1,1,0
2447,2516973,"Borussia Dortmund - Hannover 96, 1 - 0",2447,Borussia Dortmund,2455,Hannover 96,1,0,1.4342857142857142,7.062857142857143,1,0,1
2462,2516978,"Eintracht Frankfurt - Mainz 05, 3 - 0",2462,Eintracht Frankfurt,2460,Mainz 05,3,0,1.6471428571428572,5.617142857142857,1,0,1
2446,2516969,"Bayer Leverkusen - Borussia M'gladbach, 2 - 0",2446,Bayer Leverkusen,2454,Borussia M'gladbach,2,0,1.7185714285714286,4.8,1,0,1
2444,2516964,"Bayern M\u00fcnchen - Hamburger SV, 6 - 0",2444,Bayern M\u00fcnchen,2450,Hamburger SV,6,0,1.1271428571428572,21.928571428571427,1,0,1
2482,2516966,"Hoffenheim - Wolfsburg, 3 - 0",2482,Hoffenheim,2451,Wolfsburg,3,0,1.7128571428571429,4.941428571428571,1,0,1
2444,2516957,"Freiburg - Bayern M\u00fcnchen, 0 - 4",2453,Freiburg,2444,Bayern M\u00fcnchen,0,4,9.745714285714286,1.3242857142857143,1,1,0
2449,2516959,"Schalke 04 - Hertha BSC, 1 - 0",2449,Schalke 04,2457,Hertha BSC,1,0,1.6614285714285715,5.694285714285714,1,0,1
0,2516947,"Borussia Dortmund - Augsburg, 1 - 1",2447,Borussia Dortmund,2481,Augsburg,1,1,1.4814285714285713,6.8028571428571425,1,0,1
2463,2516948,"RB Leipzig - K\u00f6ln, 1 - 2",2975,RB Leipzig,2463,K\u00f6ln,1,2,1.5214285714285714,6.477142857142857,1,0,1
0,2516946,"Bayern M\u00fcnchen - Hertha BSC, 0 - 0",2444,Bayern M\u00fcnchen,2457,Hertha BSC,0,0,1.1585714285714286,17.52857142857143,1,0,1
0,2516949,"Hoffenheim - Freiburg, 1 - 1",2482,Hoffenheim,2453,Freiburg,1,1,1.6728571428571428,4.9071428571428575,1,0,1
2444,2516945,"Wolfsburg - Bayern M\u00fcnchen, 1 - 2",2451,Wolfsburg,2444,Bayern M\u00fcnchen,1,2,8.321428571428571,1.3714285714285714,1,1,0
2444,2516928,"Bayern M\u00fcnchen - Schalke 04, 2 - 1",2444,Bayern M\u00fcnchen,2449,Schalke 04,2,1,1.2857142857142858,10.242857142857142,1,0,1
2447,2516929,"Borussia Dortmund - Hamburger SV, 2 - 0",2447,Borussia Dortmund,2450,Hamburger SV,2,0,1.352857142857143,8.525714285714285,1,0,1
2482,2516931,"Hoffenheim - Mainz 05, 4 - 2",2482,Hoffenheim,2460,Mainz 05,4,2,1.6628571428571428,5.035714285714286,1,0,1
2457,2516934,"Bayer Leverkusen - Hertha BSC, 0 - 2",2446,Bayer Leverkusen,2457,Hertha BSC,0,2,1.5257142857142858,6.017142857142857,1,0,1
2975,2516930,"RB Leipzig - Augsburg, 2 - 0",2975,RB Leipzig,2481,Augsburg,2,0,1.7328571428571429,4.795714285714285,1,0,1
2444,2516926,"Mainz 05 - Bayern M\u00fcnchen, 0 - 2",2460,Mainz 05,2444,Bayern M\u00fcnchen,0,2,9.462857142857143,1.3142857142857143,1,1,0
2447,2516919,"K\u00f6ln - Borussia Dortmund, 2 - 3",2463,K\u00f6ln,2447,Borussia Dortmund,2,3,4.785714285714286,1.762857142857143,1,1,0
2446,2516916,"Bayer Leverkusen - Mainz 05, 2 - 0",2446,Bayer Leverkusen,2460,Mainz 05,2,0,1.4228571428571428,7.457142857142857,1,0,1
